"Scenario_EpCon_ID_Resp","generated response","group"
"scenario 13_ignorance_218_3","Jamie can contact colleagues, and work related associates.",""
"scenario 13_ignorance_222_3","offer to loan the money himself",""
"scenario 13_ignorance_226_3","Organize a meeting or ticketing event",""
"scenario 13_ignorance_230_3","Purchase some tickets himself and give them away",""
"scenario 13_ignorance_237_3","Ask friends to help him sell the tickets.",""
"scenario 13_ignorance_239_3","Post on social media",""
"scenario 13_ignorance_240_3","He should ask his wife for help.",""
"scenario 13_ignorance_241_3","try to sell tickets in the parking lot",""
"scenario 13_ignorance_247_3","Buy up the rest of the tickets and give them away",""
"scenario 13_ignorance_251_3","Double-check his information about the concert",""
"scenario 13_ignorance_252_3","Organize a ticket selling event",""
"scenario 13_ignorance_265_3","Call some other parents and request that they buy the tickets",""
"scenario 13_ignorance_273_3","Double check their information",""
"scenario 13_ignorance_276_3","Jamie could collaborate with other volunteers to organize a ticket-selling event or a booth at a local community gathering to attract more potential buyers.",""
"scenario 13_ignorance_278_3","get in contact with other people who are selling tickets",""
"scenario 13_ignorance_282_3","ask some family member",""
"scenario 13_ignorance_284_3","He stand in front of the concert to sell tickets to people who may not have any",""
"scenario 13_ignorance_289_3","not meet his goal",""
"scenario 13_ignorance_298_3","ask family to help her sell the tickets",""
"scenario 13_ignorance_299_3","offer incentives such as a raffle entry or a small discount for tickets purchaseswithin the next twenty hours.",""
"scenario 13_ignorance_300_3","call the school principal ",""
"scenario 13_ignorance_303_3","Go and check her calendar again",""
"scenario 13_ignorance_304_3","Stand outside the school and try to sell",""
"scenario 13_ignorance_305_3","Jamie could advertise by giving tickets to his ward to sell.",""
"scenario 13_ignorance_309_3","double check the date and time of the concert",""
"scenario 13_ignorance_310_3","Clarify the concert date with the school administration or event organizers to ensure accurate information is communicated to potential buyers and avoid any confusion.",""
"scenario 13_ignorance_315_3","Go to a mall or where there's a lot of people and try to sell them there.",""
"scenario 13_ignorance_325_3","He could call a friend for help or advice",""
"scenario 13_ignorance_329_3","ask neighbors",""
"scenario 13_ignorance_332_3","ask students walking by",""
"scenario 13_ignorance_333_3","Check to make sure he has the right date for the concert",""
"scenario 13_ignorance_339_3","Post them on Craigslist",""
"scenario 13_ignorance_349_3","Tell others he's selling school concert tickets.",""
"scenario 13_ignorance_354_3","Setup a table or booth to sell tickets",""
"scenario 13_ignorance_356_3","talk to the school for advice",""
"scenario 13_ignorance_360_3","Ask people he knows to help him sell the tickets",""
"scenario 13_ignorance_361_3","Post on social media",""
"scenario 13_ignorance_385_3","give up and do nothing",""
"scenario 13_ignorance_390_3","call friends to sell tickets to ",""
"scenario 13_ignorance_392_3","Ask his friends to buy tickets",""
"scenario 13_ignorance_397_3","ask neigbors if they want to go",""
"scenario 13_ignorance_399_3","Admit that he won’t reach goal",""
"scenario 13_ignorance_406_3","Call and Text Contacts",""
"scenario 13_ignorance_416_3","Jamie could double check the date and time on the tickets.",""
"scenario 13_ignorance_417_3","ask coworkers",""
"scenario 14_knowledge_13_3","Look for a highway to land on.",""
"scenario 14_knowledge_17_3","call for help",""
"scenario 14_knowledge_20_3","attempt landing at nearby landing spot",""
"scenario 14_knowledge_21_3","maintain contact with checkpoints",""
"scenario 14_knowledge_22_3","try to do his job perfectly",""
"scenario 14_knowledge_31_3","Maddox could land immediately. ",""
"scenario 14_knowledge_33_3","Let the weather take its course, leaving it up to chance",""
"scenario 14_knowledge_34_3","good",""
"scenario 14_knowledge_35_3","try to make it to the original spot",""
"scenario 14_knowledge_36_3","Get advice from tower on what to do.",""
"scenario 14_knowledge_37_3","radio original destination to alert of weather trouble",""
"scenario 14_knowledge_40_3","different landing ",""
"scenario 14_knowledge_44_3","Try to fly lower to avoid the storm",""
"scenario 14_knowledge_48_3","divert to emergency landing",""
"scenario 14_knowledge_50_3","Put on a parachute and jump out of the plane.",""
"scenario 14_knowledge_51_3","Land where he is (the fun option)",""
"scenario 14_knowledge_53_3","Try to keep flying and land safely at original location.",""
"scenario 14_knowledge_54_3","Turn around",""
"scenario 14_knowledge_60_3","adjust course but keep flying",""
"scenario 14_knowledge_61_3","Try to make it back to the place 100 miles",""
"scenario 14_knowledge_63_3","Keep flying",""
"scenario 14_knowledge_70_3","Verify the functionality of the plane's instruments and navigation systems to ensure a safe diversion.",""
"scenario 14_knowledge_73_3","Turn around",""
"scenario 14_knowledge_76_3","HE WILL STAY CALM",""
"scenario 14_knowledge_77_3","call for help",""
"scenario 14_knowledge_82_3","Inform air traffic control of the decision to divert and provide updates on the situation, including current location and intentions.",""
"scenario 14_knowledge_84_3","call for help",""
"scenario 14_knowledge_87_3","Maddox could turn the plane around and go back to his starting airport",""
"scenario 14_knowledge_95_3","jump off the plane ",""
"scenario 14_knowledge_96_3","Seek guidance",""
"scenario 14_knowledge_103_3","Go back home.",""
"scenario 14_knowledge_104_3","Call for help",""
"scenario 14_knowledge_112_3","Wait until the next day.",""
"scenario 14_knowledge_113_3","Try to land anywhere possible",""
"scenario 14_knowledge_116_3","change altitude ",""
"scenario 14_knowledge_118_3","go to an emergency landing spot closer to the final destination",""
"scenario 14_knowledge_119_3","none",""
"scenario 14_knowledge_124_3","find out weather conditions ahead",""
"scenario 14_knowledge_132_3","land immediately",""
"scenario 14_knowledge_134_3","Turn around and head back",""
"scenario 14_knowledge_139_3","Give in and crash the plane",""
"scenario 14_knowledge_147_3","Try to make it to the airport 100 miles away.",""
"scenario 14_knowledge_151_3","reroute to emergency landing spot 20 miles away",""
"scenario 14_knowledge_172_3","plane",""
"scenario 14_knowledge_175_3","Continue on current trajectory and hope for the best",""
"scenario 14_knowledge_181_3","Fly through the storm and land at the place 100 miles away.",""
"scenario 14_knowledge_186_3","Ask the flight service what he should do",""
"scenario 14_knowledge_187_3","Maddox could radio for help",""
"scenario 14_knowledge_193_3","continue on",""
"scenario 14_knowledge_195_3","Maddox could turn around and fly back to where he set off from.",""
"scenario 14_knowledge_201_3","Pray",""
"scenario 14_knowledge_207_3","He can try and find a closer location to land safely",""
"scenario 14_knowledge_208_3","Take his chances and continue his flight ",""
"scenario 14_knowledge_218_3","He can look for a long enough, and flat enough place to land, and simply land",""
"scenario 14_knowledge_219_3","look for another safe place to land",""
"scenario 14_knowledge_221_3","Let the control tower know that he is in trouble.",""
"scenario 14_knowledge_223_3","Radio in for suggestions",""
"scenario 14_knowledge_228_3","Conduct Pre-Landing Checklist",""
"scenario 14_knowledge_230_3","Find a sooner space to land",""
"scenario 14_knowledge_236_3","Maddox should identify nearby alternative landing spots, such as airports, airstrips, or designated emergency landing areas, where he can safely land the aircraft. ",""
"scenario 14_knowledge_249_3","Try and land right away",""
"scenario 14_knowledge_251_3","Radio for help and instructions",""
"scenario 14_knowledge_255_3","Check the weather on his phone to see if the inclement weather subsides in a reasonable timeframe.",""
"scenario 14_knowledge_257_3","he could just land now",""
"scenario 14_knowledge_258_3","He can make sure all of his equipment aid is turned on and available to help.",""
"scenario 14_knowledge_259_3","call for help",""
"scenario 14_knowledge_264_3","pray",""
"scenario 14_knowledge_271_3","call the tower",""
"scenario 14_knowledge_272_3","assess the aircraft's current fuel status ",""
"scenario 14_knowledge_273_3","Fly through",""
"scenario 14_knowledge_274_3","Continue flying ",""
"scenario 14_knowledge_275_3","Try to crash land immediately",""
"scenario 14_knowledge_279_3","secure loose items inside the cabin",""
"scenario 14_knowledge_282_3","keep them calm",""
"scenario 14_knowledge_290_3","Grab the parachute and leave",""
"scenario 14_knowledge_299_3","Maddox should keep a close eye on the weather radar and navigation instruments to navigate to the emergency landing spot while avoiding the worst of the weather.",""
"scenario 14_knowledge_302_3","Follow Emergency Procedures",""
"scenario 14_knowledge_305_3","He could tell passengers to remain calm",""
"scenario 14_knowledge_308_3","radio for help",""
"scenario 14_knowledge_309_3","announce on his radios about the weather",""
"scenario 14_knowledge_310_3","Communicate with passengers and crew, reassuring them about the situation and preparing them for the emergency landing procedures.",""
"scenario 14_knowledge_311_3","Call for help.",""
"scenario 14_knowledge_319_3","contact air traffic control to ask about weather conditions",""
"scenario 14_knowledge_323_3","land in the emergency landing spot",""
"scenario 14_knowledge_349_3","Wait for the weather to clear up before he continues flying.",""
"scenario 14_knowledge_350_3","Try and make it to the original destination",""
"scenario 14_knowledge_353_3","Try and land now ",""
"scenario 14_knowledge_360_3","Radio ahead to see if their is another spot he can land other than the one 20 miles away",""
"scenario 14_knowledge_365_3","Land at the next available place",""
"scenario 14_knowledge_370_3","Land anywhere it looks safe",""
"scenario 14_knowledge_372_3","Continue on as originally planned",""
"scenario 14_knowledge_376_3","continue flying through the storm",""
"scenario 14_knowledge_378_3","land as close as he can",""
"scenario 14_knowledge_383_3","try to go 100 miles",""
"scenario 14_knowledge_397_3","continue on to where he was planning on landing",""
"scenario 14_knowledge_398_3","head to the nearest landing strip",""
"scenario 14_knowledge_406_3","Monitor Weather Conditions",""
"scenario 14_knowledge_413_3","Wait and decide in 19 miles",""
"scenario 14_knowledge_414_3","Maddox could assess fuel levels and make sure there's enough to reach the emergency landing spot.",""
"scenario 14_knowledge_419_3","crash due to weather",""
"scenario 14_ignorance_2_3","Call for emergency route",""
"scenario 14_ignorance_3_3","Fly through the storm anyway",""
"scenario 14_ignorance_8_3","Execute Emergency Landing Procedures",""
"scenario 14_ignorance_9_3","He returns to original airport",""
"scenario 14_ignorance_10_3","Keep flying and look for an alternate place to land",""
"scenario 14_ignorance_11_3","turn around and go back",""
"scenario 14_ignorance_16_3","stay calm",""
"scenario 14_ignorance_26_3","Call for help in finding an emergency airport",""
"scenario 14_ignorance_27_3","Monitor Fuel Levels",""
"scenario 14_ignorance_42_3","land in the emergency landing spot",""
"scenario 14_ignorance_43_3","Crash.",""
"scenario 14_ignorance_47_3","land plane",""
"scenario 14_ignorance_49_3","Try to radio and see if anyone from emergency can confirm there's a landing nearby.",""
"scenario 14_ignorance_55_3","Maddox should communicate with air traffic control to inform them of the situation.",""
"scenario 14_ignorance_58_3","Keep going",""
"scenario 14_ignorance_62_3","keep flying",""
"scenario 14_ignorance_66_3","Try to land on a highway.",""
"scenario 14_ignorance_67_3","jump",""
"scenario 14_ignorance_69_3","land where he is",""
"scenario 14_ignorance_72_3","Contact someone to find closer landing spots",""
